{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_329.wav', 'cpc_km100': '21 85 19 19 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 42 42 84 42 42 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 85 85 85 62 62 58 58 58 58 62 84 42 84 84 84 84 16 16 61 69 69 69 69 72 72 37 37 37 37 37 5 5 46 46 46 46 46 46 57 57 57 1 1 1 87 47 32 32 97 97 10 10 10 10 10 44 44 44 44 89 89 59 8 61 53 87 69 69 69 72 4 4 4 4 5 44 0 0 17 14 14 87 47 47 20 47 94 32 92 92 92 92 55 55 55 89 89 89 89 81 64 64 64 64 64 64 64 64 60 60 60 60 60 67 67 59 59 59 59 26 93 93 93 93 93 93 8 64 60 60 60 60 34 34 34 34 23 23 23 23 23 23 23 23 23 76 76 76 76 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 58 58 58 58 58 58 58 56 30 35 35 35 35 35 35 30', 'duration': 2.72}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_199.wav', 'cpc_km100': '21 85 62 62 58 58 58 58 58 58 58 58 58 58 58 42 42 42 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 31 31 31 31 58 58 30 21 85 85 58 58 58 58 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 84 84 84 63 16 16 16 89 89 89 39 39 39 53 87 82 32 32 32 97 97 86 86 86 33 33 33 90 51 51 51 51 87 8 87 94 67 94 32 32 32 32 32 96 96 0 17 17 17 27 2 2 2 2 59 59 59 93 93 64 64 60 45 95 95 95 45 45 45 45 45 18 18 18 59 81 93 93 93 93 93 93 60 60 34 34 34 34 23 23 23 23 96 88 81 64 60 8 64 64 60 60 60 60 60 76 76 76 76 76 13 13 13 13 13 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 56 58 30 30 35 35 35 35 35 35 30', 'duration': 2.88}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_347.wav', 'cpc_km100': '21 85 19 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 42 42 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 42 42 75 75 75 31 31 31 31 54 54 54 84 84 84 84 84 84 84 37 23 5 5 5 5 87 87 82 82 82 97 97 63 63 16 16 89 89 89 89 89 6 6 39 39 39 39 43 48 48 94 94 94 96 96 0 0 17 17 61 61 40 21 69 69 72 72 72 37 37 37 5 5 5 46 46 46 12 12 12 12 12 12 2 25 25 25 43 43 41 41 95 95 95 95 50 63 3 3 3 3 3 3 3 3 3 99 99 99 61 7 7 7 98 98 98 5 5 5 5 61 87 82 82 82 82 21 85 85 85 96 96 63 16 16 16 12 12 89 25 39 53 79 79 70 70 70 70 70 59 64 64 64 64 64 64 60 60 60 60 60 60 60 60 76 76 85 76 76 13 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 62 62 62 30 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 30 35 35 35 35 30', 'duration': 3.04}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_397.wav', 'cpc_km100': '21 85 85 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 84 84 56 56 56 42 58 84 84 56 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 85 75 75 75 75 75 75 75 31 31 31 31 54 54 54 84 84 84 84 84 84 84 84 84 17 2 2 68 68 48 48 48 9 24 24 24 91 91 91 91 53 69 69 69 72 4 4 4 34 34 23 96 96 17 17 17 17 27 40 40 40 79 8 57 38 38 38 83 83 83 83 83 53 87 82 67 67 67 17 17 17 17 27 40 40 40 82 32 32 32 97 97 86 86 86 79 79 66 66 66 66 66 96 96 22 22 22 22 22 22 18 18 18 12 12 12 14 14 14 14 14 14 14 14 40 40 8 3 3 3 3 3 99 99 99 99 99 99 53 43 43 50 50 50 50 17 17 17 27 27 40 40 59 33 33 33 90 90 90 90 11 11 11 11 43 43 41 95 95 95 94 94 94 94 94 32 85 76 13 13 13 13 13 13 13 62 62 62 62 30 19 62 19 58 58 58 19 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 30 35 35 30', 'duration': 3.04}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_218.wav', 'cpc_km100': '21 85 19 84 56 56 56 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 56 56 58 58 58 58 58 58 84 56 56 56 42 42 42 42 75 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 77 77 75 31 31 75 31 31 31 31 31 54 54 54 84 84 84 84 84 26 26 26 26 26 26 26 53 87 87 82 82 32 32 97 34 63 63 16 16 16 61 69 69 69 69 72 37 5 5 33 33 33 81 90 90 11 11 11 11 11 11 11 8 36 36 36 36 36 36 36 36 14 3 3 3 3 3 3 99 99 99 99 99 61 43 87 82 82 82 97 67 63 0 61 61 61 69 69 69 72 72 37 37 37 37 37 37 5 5 46 46 46 59 68 71 71 71 60 60 95 45 45 45 45 45 45 8 16 16 57 57 57 57 57 57 57 57 57 1 1 1 47 47 47 47 92 92 92 92 55 59 59 59 59 64 64 60 60 60 60 49 49 76 76 76 76 76 76 76 76 13 13 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 62 30 21 85 85 85 62 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 58 58 58 58 58 58 58 30 30 35 35 35 35 35 35 30', 'duration': 3.36}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_201.wav', 'cpc_km100': '21 85 19 58 58 58 58 56 84 56 56 56 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 42 42 42 42 42 42 42 75 75 75 75 75 75 75 75 30 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 85 85 85 85 13 13 62 62 62 62 84 56 56 56 84 84 84 63 63 16 69 69 69 72 72 37 37 37 37 37 37 5 5 46 46 46 12 12 12 12 12 25 25 43 48 48 48 9 9 94 94 94 94 66 92 92 92 55 55 59 59 59 8 71 71 71 71 71 51 51 78 7 7 7 98 98 72 72 10 5 4 4 5 5 44 88 59 79 48 48 48 9 9 9 24 24 74 74 61 87 47 47 47 47 47 92 92 92 55 55 55 55 12 12 12 12 25 25 25 25 53 41 41 95 50 50 8 12 12 12 53 53 49 49 49 49 76 76 76 76 76 76 76 76 13 13 13 13 13 13 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 21 85 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 35 35 35 35 35 35 30', 'duration': 3.6}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_090.wav', 'cpc_km100': '21 85 19 19 19 19 42 42 42 42 19 75 31 31 31 31 54 54 54 54 58 56 58 58 58 58 58 58 58 58 84 56 56 58 58 56 56 56 58 58 58 58 58 84 56 56 56 42 42 42 42 42 75 42 75 75 42 75 75 75 75 75 75 30 21 85 85 77 77 77 77 77 77 77 77 77 77 31 31 31 31 31 31 31 54 54 54 54 54 56 54 84 63 63 16 16 16 16 14 40 87 79 34 34 34 4 4 32 32 32 92 92 55 55 89 89 89 89 89 89 53 87 82 82 32 32 32 32 21 85 85 84 63 63 16 16 16 16 57 57 57 57 57 57 57 1 57 59 59 59 59 71 71 71 71 71 43 41 95 95 95 50 50 50 78 61 61 87 87 82 82 32 97 97 97 86 0 0 2 2 12 12 12 12 53 53 43 41 95 95 95 94 8 95 94 63 63 16 16 16 16 16 53 49 49 49 49 49 49 49 49 49 49 49 76 76 76 76 76 13 13 13 13 13 13 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 30 21 85 85 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 30 35 35 30', 'duration': 3.2}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_383.wav', 'cpc_km100': '21 85 19 19 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 42 42 42 42 42 42 42 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 85 85 56 56 56 54 54 54 62 56 62 62 62 84 26 26 26 26 36 36 36 36 40 34 34 34 34 23 23 23 23 23 63 88 88 12 12 14 14 87 47 47 47 47 47 47 92 92 92 33 33 38 38 38 38 38 1 1 1 82 47 32 21 92 92 92 55 59 81 81 81 81 81 81 81 81 52 52 52 78 78 78 40 43 41 41 95 94 94 94 97 97 86 86 86 86 44 44 79 48 48 9 9 9 9 24 24 74 74 74 74 74 74 74 40 40 40 47 47 47 92 92 92 92 2 61 8 61 40 87 87 82 32 32 32 32 32 97 97 86 86 86 86 76 76 76 76 76 76 76 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 58 58 58 58 56 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 84 56 56 58 58 58 58 30 30 30', 'duration': 2.96}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_059.wav', 'cpc_km100': '21 85 19 58 58 58 58 58 58 58 58 58 58 58 58 58 58 56 58 58 58 58 58 58 58 58 58 58 58 56 56 58 58 58 58 84 56 56 56 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 42 42 42 42 42 28 28 28 75 75 75 75 75 77 77 77 77 77 31 31 31 31 54 54 84 84 84 23 23 23 23 88 88 88 88 88 52 52 57 52 57 57 57 59 79 48 48 48 9 9 9 9 24 24 91 91 91 91 71 48 48 48 9 8 9 24 24 24 51 51 51 61 43 41 41 95 94 94 94 32 97 97 86 3 3 3 3 3 99 99 99 99 61 43 87 82 82 32 97 97 97 67 44 59 59 59 59 61 7 7 7 98 98 98 5 5 59 59 26 26 93 93 93 93 93 93 60 8 64 64 64 64 64 18 18 59 79 79 66 66 66 96 96 96 96 89 89 89 6 36 36 36 36 36 36 40 40 87 82 34 97 97 86 86 86 86 86 86 89 89 12 57 57 57 57 57 57 57 57 57 57 57 1 1 1 1 1 49 76 76 76 21 85 85 85 85 85 85 85 85 85 85 62 62 62 62 62 62 75 19 19 19 19 19 19 19 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 58 58 58 58 58 58 58 58 58 58 58 58 30 35 35 30', 'duration': 3.36}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_171.wav', 'cpc_km100': '21 85 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 42 42 42 42 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 31 31 31 31 54 54 54 54 54 84 26 26 26 26 26 36 36 36 53 79 70 70 34 70 4 32 92 92 92 55 55 89 61 53 69 69 34 34 34 34 23 23 23 21 85 84 96 96 86 44 44 38 38 38 78 78 78 78 27 27 2 2 2 2 2 59 59 59 59 79 79 63 63 63 16 57 57 57 57 57 57 57 57 83 26 26 26 36 36 36 36 36 36 36 40 40 82 82 82 82 97 97 0 0 0 0 61 8 2 2 2 2 2 2 61 61 61 61 61 61 61 7 7 7 7 98 98 98 98 98 10 5 5 5 34 23 23 23 23 23 88 88 88 61 61 87 79 70 63 63 63 63 16 16 16 87 87 82 82 82 32 32 32 97 63 0 0 0 12 12 12 8 12 12 12 12 14 14 14 14 40 40 49 49 49 49 76 76 76 76 76 76 76 13 13 76 76 76 76 76 13 13 13 13 13 13 13 13 62 62 62 62 62 62 62 62 62 62 62 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 65 30 35 35 35 35 30', 'duration': 3.6}
{'audio': 'data/VCTK-Corpus/wav16_silence_trimmed_padded/p304_234.wav', 'cpc_km100': '21 85 85 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 42 42 42 42 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 30 21 85 85 85 85 13 62 54 84 56 62 84 84 84 90 51 51 51 51 27 40 2 2 2 57 57 57 52 52 1 1 87 82 82 32 32 32 32 32 97 0 0 0 12 12 12 12 12 12 12 53 53 69 69 69 69 72 4 4 4 4 4 4 97 21 88 88 88 88 1 87 87 82 32 32 32 32 32 97 97 86 63 0 0 17 87 47 47 47 92 92 92 2 2 2 12 12 12 53 87 87 82 82 32 32 32 32 32 97 63 63 63 16 87 47 47 47 47 47 92 92 92 92 55 2 2 2 61 8 2 2 2 2 59 79 48 48 48 9 9 9 24 24 24 91 91 91 64 64 64 64 64 64 60 60 60 95 95 94 94 94 94 94 76 76 76 76 76 76 76 76 76 13 76 76 76 13 13 62 62 62 62 62 62 62 62 62 62 62 13 62 30 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 30 30 35 35 35 35 30', 'duration': 2.96}
